CountryCode,SeriesCode,DESCRIPTION
IDN,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IDN,IS.RRS.TOTL.KM,Source: Internation Union of Railways (UIC) & Indonesia Transport Statistics Book
IDN,IT.MLT.MAIN,"Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
IDN,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
IDN,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IDN,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
IDN,IT.CEL.SETS,"Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
IDN,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IDN,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
IDN,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
IDN,IT.MLT.MAIN.P2,"Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
IDN,MS.MIL.XPND.CN,1974-1994 SIPRI estimates.
IDN,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IDN,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC) & Indonesia Transport Statistics Book
IDN,IT.NET.USER.ZS,"Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
IDN,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
IDN,ST.INT.DPRT,Includes overnight visitors (tourists) only.
IDN,MS.MIL.XPND.GD.ZS,1974-1994 SIPRI estimates.
IDN,IT.CEL.SETS.P2,"Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
IMN,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
IMN,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
IMN,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
IMN,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
IMN,SM.POP.NETM,Data source: United Nations World Population Prospects
IMN,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
IMN,SP.DYN.LE00.IN,Derived using male and female life expectancy
IMN,SP.POP.TOTL,Data source: United Nations World Population Prospects
IMN,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
IMN,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
IMN,SP.POP.GROW,Data source: United Nations World Population Prospects
IMN,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
IND,IT.MLT.MAIN.P2,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.
IND,IT.CEL.SETS,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.
IND,IT.MLT.MAIN,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.
IND,SP.DYN.CDRT.IN,"Data source: United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
IND,SL.UEM.1524.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.UEM.1524.MA.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.UEM.1524.FE.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.TLF.CACT.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.TLF.CACT.MA.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.TLF.CACT.FM.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.TLF.CACT.FE.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SP.POP.TOTL,Data source: United Nations World Population Prospects
IND,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
IND,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
IND,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
IND,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
IND,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
IND,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IND,EG.ELC.ACCS.ZS,"2001 and 2011 represent census data, while the modeled estimates follow linear projections for the other years based on the overall country trend in household surveys."
IND,EG.ELC.ACCS.UR.ZS,"2001 and 2011 represent census data, while the modeled estimates follow linear projections for the other years based on the overall country trend in household surveys."
IND,MS.MIL.XPND.ZS,1960-1987 SIPRI estimates.
IND,EG.ELC.ACCS.RU.ZS,"2001 and 2011 represent census data, while the modeled estimates follow linear projections for the other years based on the overall country trend in household surveys."
IND,DT.DOD.DPPG.CD,Data prior to 2003 are mechanically adjusted from fiscal year to calendar year.
IND,DT.DOD.DPNG.CD,Data prior to 2003 are mechanically adjusted from fiscal year to calendar year.
IND,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
IND,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
IND,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IND,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
IND,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IND,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
IND,CM.MKT.TRAD.CD,Source: BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx
IND,CM.MKT.LDOM.NO,Source: World Federation of Exchanges & BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx
IND,CM.MKT.LCAP.CD,Source: BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx
IND,IT.NET.USER.ZS,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.
IND,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IND,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. From 2014 including nationals residing abroad.
IND,IT.CEL.SETS.P2,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.
IND,IS.RRS.GOOD.MT.K6,Source: OECD
IND,MS.MIL.XPND.GD.ZS,1960-1987 SIPRI estimates.
IND,MS.MIL.XPND.CN,1960-1987 SIPRI estimates.
IND,CM.MKT.TRNR,Source: BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx
IND,SP.POP.GROW,Data source: United Nations World Population Prospects
IND,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
IND,IT.NET.BBND.P2,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.
IND,MS.MIL.XPND.CD,1960-1987 SIPRI estimates.
IND,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IND,SL.UEM.TOTL.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.UEM.TOTL.MA.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.UEM.TOTL.FE.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SP.DYN.CBRT.IN,"Data source: United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
IND,SM.POP.NETM,Data source: United Nations World Population Prospects
IND,IT.NET.BBND,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.
IND,ST.INT.DPRT,"Includes overnight visitors (tourists) only. Departures of nationals only, irrespective of purpose."
IND,IS.RRS.PASG.KM,Source: OECD
IND,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
IND,SL.EMP.1524.SP.FE.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.EMP.1524.SP.MA.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.EMP.1524.SP.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.EMP.TOTL.SP.FE.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.EMP.TOTL.SP.MA.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.EMP.TOTL.SP.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.TLF.ACTI.1524.FE.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IND,SL.TLF.ACTI.1524.MA.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IND,SL.TLF.ACTI.1524.ZS,"The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
IRL,MS.MIL.XPND.CN,1994-2000 SIPRI estimates.
IRL,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,SP.DYN.LE00.IN,Derived using male and female life expectancy
IRL,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRL,MS.MIL.XPND.ZS,1994-2000 SIPRI estimates.
IRL,SP.POP.TOTL,Data source: Eurostat
IRL,IT.MLT.MAIN,Commission for Communications Regulation.
IRL,IT.CEL.SETS,Commission for Communications Regulation.
IRL,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
IRL,SP.DYN.AMRT.FE,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
IRL,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,IS.RRS.GOOD.MT.K6,Source: OECD
IRL,MS.MIL.XPND.GD.ZS,1994-2000 SIPRI estimates.
IRL,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,MS.MIL.XPND.CD,1994-2000 SIPRI estimates.
IRL,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,SP.DYN.LE00.MA.IN,"Data source: Eurostat, United Nations World Population Prospects"
IRL,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including tourists from North Ireland.
IRL,IT.CEL.SETS.P2,Commission for Communications Regulation.
IRL,IT.NET.USER.ZS,Commission for Communications Regulation.
IRL,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRL,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRL,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRL,SP.DYN.TFRT.IN,"Data source: Eurostat, Central Statistics Office Ireland"
IRL,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,SP.POP.GROW,Data source: Eurostat
IRL,SM.POP.NETM,Data source: United Nations World Population Prospects
IRL,SP.DYN.CBRT.IN,Data source: Eurostat
IRL,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
IRL,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
IRL,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,PA.NUS.FCRF,"Data are reported in Irish pounds until 1998, in euro from 1999."
IRL,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRL,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRL,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
IRL,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,SP.DYN.LE00.FE.IN,"Data source: Eurostat, United Nations World Population Prospects"
IRL,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,SP.DYN.CDRT.IN,Data source: Eurostat
IRL,TM.TAX.MANF.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,ST.INT.DPRT,Includes overnight visitors (tourists) and same-day visitors (excursionists).
IRL,SP.DYN.AMRT.MA,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
IRL,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRL,IT.NET.BBND,Commission for Communications Regulation.
IRL,IT.MLT.MAIN.P2,Commission for Communications Regulation.
IRL,IS.RRS.PASG.KM,Source: OECD
IRL,IT.NET.BBND.P2,Commission for Communications Regulation.
IRL,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
IRN,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
IRN,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
IRN,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
IRN,SP.POP.GROW,Data source: United Nations World Population Prospects
IRN,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
IRN,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran.
IRN,IT.NET.BBND,Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).
IRN,ST.INT.DPRT,Includes overnight visitors (tourists) and same-day visitors (excursionists).
IRN,BM.KLT.DINV.CD.WD,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
IRN,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
IRN,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran.
IRN,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2000 Source: Central Bank of Islamic Republic of Iran.
IRN,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
IRN,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
IRN,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
IRN,ST.INT.TVLR.CD,Compiled from data reported by the Central Bank. From 2000 Source: Central Bank of Islamic Republic of Iran.
IRN,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
IRN,IT.NET.USER.ZS,Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).
IRN,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed, long-term private nonguaranteed debt, and short-term debt for 2022 is based on World Bank staff estimates."
IRN,IT.NET.BBND.P2,Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).
IRN,ST.INT.TRNR.CD,Compiled from data reported by the Central Bank. From 2000 Source: Central Bank of Islamic Republic of Iran.
IRN,SP.POP.TOTL,Data source: United Nations World Population Prospects
IRN,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
IRN,IT.CEL.SETS.P2,Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).
IRN,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
IRN,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
IRN,IT.MLT.MAIN.P2,Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).
IRN,IT.CEL.SETS,Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).
IRN,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
IRN,ST.INT.RCPT.CD,Compiled from data reported by the Central Bank. From 2000 Source: Central Bank of Islamic Republic of Iran.
IRN,IT.MLT.MAIN,Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).
IRN,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
IRN,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
IRN,SM.POP.NETM,Data source: United Nations World Population Prospects
IRQ,SP.POP.TOTL,Data source: United Nations World Population Prospects
IRQ,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
IRQ,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
IRQ,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
IRQ,IT.MLT.MAIN.P2,Ministry of Planning & Cooperation Development. Ministry of Communications
IRQ,IT.CEL.SETS,Ministry of Planning & Cooperation Development. Ministry of Communications
IRQ,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
IRQ,MS.MIL.XPND.GD.ZS,2004-2021 highly uncertain data.
IRQ,IT.NET.BBND,Ministry of Planning & Cooperation Development. Ministry of Communications
IRQ,IT.NET.BBND.P2,Ministry of Planning & Cooperation Development. Ministry of Communications
IRQ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2022 is based on data from the BIS.
IRQ,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2002 Source: Central Bank of Iraq.
IRQ,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRQ,IT.MLT.MAIN,Ministry of Planning & Cooperation Development. Ministry of Communications
IRQ,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
IRQ,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
IRQ,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
IRQ,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
IRQ,MS.MIL.XPND.CN,2004-2022 highly uncertain data.
IRQ,MS.MIL.XPND.ZS,2004-2021 highly uncertain data.
IRQ,SP.POP.GROW,Data source: United Nations World Population Prospects
IRQ,SM.POP.NETM,Data source: United Nations World Population Prospects
IRQ,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRQ,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
IRQ,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
IRQ,MS.MIL.XPND.CD,2004-2021 highly uncertain data.
IRQ,IT.CEL.SETS.P2,Ministry of Planning & Cooperation Development. Ministry of Communications
IRQ,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRQ,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
IRQ,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
IRQ,IT.NET.USER.ZS,Ministry of Planning & Cooperation Development. Ministry of Communications
IRQ,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
IRQ,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
IRQ,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
